Accession evaluated for PALMITOLEIC ACID
,
accession_id,accession_prefix,accession_number,accession_surfix,observation_value,coded_name,method_name,plant_name,taxon,origin,source_type_code,latitude,longitude,data_quality_code,original_value,frequency,low,hign,mean,sdev,ssize,inventory_prefix,inventory_number,inventory_suffix,,
"1008377","PI","649101","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Oriental Mustard","Brassica juncea","United States","COLLECTED","","","","","","","","","","","PI","649101","97ncai01",
"1008391","PI","649102","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Brown Mustard","Brassica juncea","United States","COLLECTED","","","","","","","","","","","PI","649102","08ncai01",
"1015401","PI","649126","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Golden","Brassica napus","Canada","COLLECTED","","","","","","","","","","","PI","649126","02ncai01",
"1021847","Ames","2779","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.23","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","Ames","2779","05ncai01",
"1021850","Ames","2780","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.51","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","Ames","2780","05ncai01",
"1021855","PI","649089","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.67","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","PI","649089","05ncai01",
"1021859","PI","649090","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.71","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","PI","649090","05ncai01",
"1021866","Ames","2783","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.82","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","Ames","2783","89ncai01",
"1021869","Ames","2784","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.112","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","Ames","2784","05ncai01",
"1021878","Ames","2785","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.115","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","Ames","2785","05ncai01",
"1021881","PI","649091","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.28","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","PI","649091","05ncai01",
"1021890","Ames","2787","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.75","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","Ames","2787","05ncai01",
"1021893","PI","649092","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.73","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","PI","649092","05ncai01",
"1021900","PI","649093","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.123","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","PI","649093","05ncai01",
"1021904","PI","649094","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","S.187","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","PI","649094","05ncai01",
"1021912","PI","649095","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Ames 2791","Brassica carinata","Ethiopia","DEVELOPED","","","","","","","","","","","PI","649095","05ncai01",
"1021935","Ames","2795","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Lembkeho Tabor","Brassica rapa subsp. oleifera","Czechoslovakia","COLLECTED","","","","","","","","","","","Ames","2795","89ncai01",
"1028609","PI","649158","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Ames 4555","Brassica rapa","Finland","COLLECTED","","","","","","","","","","","PI","649158","04ncai01",
"1034915","PI","649127","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Jet Neuf","Brassica napus","Canada","DONATED","","","","","","","","","","","PI","649127","04ncai01",
"1035036","PI","649128","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Per","Brassica napus","Sweden","DEVELOPED","","","","","","","","","","","PI","649128","86ncao51",
"1035048","PI","649159","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Arktus","Brassica rapa","Germany","DEVELOPED","","","","","","","","","","","PI","649159","91ncai01",
"1035057","Ames","6099","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Gorczanski","Brassica napus","","DEVELOPED","","","","","","","","","","","Ames","6099","07ncai01",
"1035068","PI","649129","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","LB2125","Brassica napus","Canada","DEVELOPED","","","","","","","","","","","PI","649129","04ncai01",
"1035071","Ames","6102","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","Tandem","Brassica napus","France","DEVELOPED","","","","","","","","","","","Ames","6102","07ncai01",
"1044441","PI","649103","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","NU 47859","Brassica juncea","India","COLLECTED","","","","","","","","","","","PI","649103","88ncao51",
"1044619","PI","649104","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","I.B. 213","Brassica juncea","India","COLLECTED","","","","","","","","","","","PI","649104","04ncai01",
"1044656","PI","649105","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","I.B. 391","Brassica juncea","India","COLLECTED","","","","","","","","","","","PI","649105","92ncai01",
"1044716","PI","649106","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","I.B. 600","Brassica juncea","India","COLLECTED","","","","","","","","","","","PI","649106","88ncao51",
"1044728","PI","649107","","0","PALMITOLEIC ACID","BRASSICA.OBS.FATTYACID.2012.PEORIA","I.B. 623","Brassica juncea","India","COLLECTED","","","","","","","","","","","PI","649107","92ncai01",
