Accession evaluated for 100SEEDWGT
,
accession_id,accession_prefix,accession_number,accession_surfix,observation_value,coded_name,method_name,plant_name,taxon,origin,source_type_code,latitude,longitude,data_quality_code,original_value,frequency,low,hign,mean,sdev,ssize,inventory_prefix,inventory_number,inventory_suffix,,
"1008377","PI","649101","","0.02","100SEEDWGT","BRASSICA.INC.AMES.2005","Oriental Mustard","Brassica juncea","United States","COLLECTED","","","","","","","","","","","PI","649101","06ncax01",
"1086258","PI","649097","","0.03","100SEEDWGT","BRASSICA.INC.AMES.1994","97-7704-88","Brassica fruticulosa","Morocco","COLLECTED","36.00000000","-3.00000000","","","","","","","","","PI","649097","94ncai01",
"1086266","PI","597827","","0.03","100SEEDWGT","BRASSICA.INC.AMES.1994","103-1840-70","Brassica gravinae","Algeria","COLLECTED","36.00000000","7.00000000","","","","","","","","","PI","597827","94ncai01",
"1086267","PI","633117","","0.03","100SEEDWGT","BRASSICA.INC.AMES.1997","110-1966-71","Brassica maurorum","Algeria","COLLECTED","36.00000000","-1.00000000","","","","","","","","","PI","633117","97ncai01",
"1086279","Ames","21321","","0.03","100SEEDWGT","BRASSICA.INC.AMES.2005","142-0905-66","Brassica repanda subsp. africana","Spain","COLLECTED","38.00000000","-2.00000000","","","","","","","","","Ames","21321","05ncai01",
"1195025","PI","253722","","0.04","100SEEDWGT","BRASSICA.INC.AMES.1994","","Brassica nigra","Iraq","COLLECTED","","","","","","","","","","","PI","253722","94ncai01",
"1199834","PI","263866","","0.04","100SEEDWGT","BRASSICA.INC.AMES.2004","","Brassica nigra","Greece","COLLECTED","","","","","","","","","","","PI","263866","04ncai02",
"1555194","PI","649211","","0.04","100SEEDWGT","BRASSICA.INC.AMES.2005","NU 46288","Brassica repanda subsp. maritima","Spain","COLLECTED","","","","","","","","","","","PI","649211","05ncai01",
"1598271","PI","633184","","0.04","100SEEDWGT","BRASSICA.INC.AMES.2001","Index Seminum 235","Brassica tournefortii","Spain","COLLECTED","36.96666667","-2.20000000","","","","","","","","","PI","633184","01ncai01",
"1086257","PI","633081","","0.045","100SEEDWGT","BRASSICA.INC.AMES.1997","95-4068-76","Brassica fruticulosa","Spain","COLLECTED","37.00000000","-2.00000000","","","","","","","","","PI","633081","97ncai01",
"1086260","PI","597825","","0.045","100SEEDWGT","BRASSICA.INC.AMES.1994","99-3668-75","Brassica fruticulosa subsp. mauritanica","Algeria","COLLECTED","36.00000000","2.00000000","","","","","","","","","PI","597825","94ncai01",
"1554947","PI","633150","","0.045","100SEEDWGT","BRASSICA.INC.AMES.1999","NU 42986","Brassica nigra","Israel","COLLECTED","","","","","","","","","","","PI","633150","99ncai01",
"1086248","PI","597821","","0.05","100SEEDWGT","BRASSICA.INC.AMES.1996","83-2213-73","Brassica barrelieri","Spain","COLLECTED","35.00000000","-6.00000000","","","","","","","","","PI","597821","96ncai01",
"1086259","PI","649098","","0.05","100SEEDWGT","BRASSICA.INC.AMES.1994","98-1960-71","Brassica fruticulosa subsp. glaberrima","Algeria","COLLECTED","","","","","","","","","","","PI","649098","94ncai01",
"1086262","PI","597826","","0.05","100SEEDWGT","BRASSICA.INC.AMES.1994","101-3667-75","Brassica fruticulosa subsp. radicata","Algeria","COLLECTED","36.00000000","2.00000000","","","","","","","","","PI","597826","94ncai01",
"1086465","PI","649087","","0.05","100SEEDWGT","BRASSICA.INC.AMES.1995","539-3735-75","Brassica aucheri","Iran","COLLECTED","","","","","","","","","","","PI","649087","95ncai01",
"1099265","Ames","24904","","0.05","100SEEDWGT","BRASSICA.INC.AMES.2004","G 30199","Brassica aucheri","Spain","COLLECTED","","","","","","","","","","","Ames","24904","04ncai01",
"1275978","PI","368378","","0.05","100SEEDWGT","BRASSICA.INC.AMES.1988","VLADIMIRSKI","Brassica nigra","Former Serbia and Montenegro","COLLECTED","","","","","","","","","","","PI","368378","88ncai01",
"1283994","PI","379102","","0.05","100SEEDWGT","BRASSICA.INC.AMES.2004","STRUMICKI      ELEV. 400M","Brassica nigra","Former Serbia and Montenegro","COLLECTED","","","","","","","","","","","PI","379102","04ncai01",
"1523642","PI","633082","","0.05","100SEEDWGT","BRASSICA.INC.AMES.1997","BRA 1039/86","Brassica fruticulosa subsp. fruticulosa","France","DONATED","","","","","","","","","","","PI","633082","97ncai01",
"1086247","PI","597820","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1995","82-1160-67","Brassica barrelieri","Spain","COLLECTED","41.00000000","-4.00000000","","","","","","","","","PI","597820","95ncai01",
"1086251","PI","649096","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1995","90-3713-75","Brassica deflexa subsp. leptocarpa","Iran","COLLECTED","","","","","","","","","","","PI","649096","95ncai01",
"1086269","PI","597829","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1994","114-0049-67","Brassica nigra","Spain","COLLECTED","36.00000000","-6.00000000","","","","","","","","","PI","597829","94ncai01",
"1086465","PI","649087","","0.06","100SEEDWGT","BRASSICA.INC.AMES.2004","539-3735-75","Brassica aucheri","Iran","COLLECTED","","","","","","","","","","","PI","649087","04ncai01",
"1145225","PI","169057","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1994","","Brassica nigra","Turkey","COLLECTED","","","","","","","","","","","PI","169057","94ncai02",
"1145226","PI","169059","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1994","","Brassica nigra","Turkey","COLLECTED","","","","","","","","","","","PI","169059","94ncai02",
"1145227","PI","169060","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1994","","Brassica nigra","Turkey","COLLECTED","","","","","","","","","","","PI","169060","94ncai03",
"1177955","PI","219576","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1995","","Brassica nigra","Pakistan","COLLECTED","","","","","","","","","","","PI","219576","95ncai01",
"1266686","PI","357368","","0.06","100SEEDWGT","BRASSICA.INC.AMES.1988","STRUMICKI","Brassica nigra","Former Serbia and Montenegro","COLLECTED","","","","","","","","","","","PI","357368","88ncai01",
"1153378","PI","176881","","0.065","100SEEDWGT","BRASSICA.INC.AMES.1989","","Brassica nigra","Turkey","COLLECTED","","","","","","","","","","","PI","176881","89ncai01",
"1275977","PI","368377","","0.065","100SEEDWGT","BRASSICA.INC.AMES.1988","Div","Brassica nigra","Former Serbia and Montenegro","COLLECTED","","","","","","","","","","","PI","368377","88ncai01",
"1086265","PI","649100","","0.07","100SEEDWGT","BRASSICA.INC.AMES.1994","102-1947-72","Brassica gravinae","Algeria","COLLECTED","35.00000000","4.00000000","","","","","","","","","PI","649100","94ncai01",
"1086282","PI","649212","","0.07","100SEEDWGT","BRASSICA.INC.AMES.1996","147-1800-70","Brassica spinescens","Algeria","COLLECTED","36.00000000","-1.00000000","","","","","","","","","PI","649212","96ncai01",
"1099265","Ames","24904","","0.07","100SEEDWGT","BRASSICA.INC.AMES.2006","G 30199","Brassica aucheri","Spain","COLLECTED","","","","","","","","","","","Ames","24904","06ncai01",
"1133983","PI","131512","","0.07","100SEEDWGT","BRASSICA.INC.AMES.1996","","Brassica nigra","Netherlands","DONATED","","","","","","","","","","","PI","131512","96ncai01",
"1145234","PI","169069","","0.07","100SEEDWGT","BRASSICA.INC.AMES.1989","","Brassica nigra","Turkey","COLLECTED","","","","","","","","","","","PI","169069","89ncai01",
"1150936","PI","173855","","0.07","100SEEDWGT","BRASSICA.INC.AMES.1986","MIXTURE","Brassica nigra","India","COLLECTED","","","","","","","","","","","PI","173855","86ncai01",
